小区,状态,单价,总价,地址,房型
宜川六村,低楼层(共6层)|1995年建|1室1厅|42.74平米|东西,"59,196元/平",253万,,"近地铁,VR看装修"
福泉路450弄,高楼层(共6层)|1997年建|2室1厅|62.74平米|南,"59,771元/平",375万,,"满五年,VR看装修"
黎安四村,中楼层(共6层)|1997年建|2室1厅|86.31平米|南,"53,297元/平",460万,,"满五年,VR看装修"
金地艺华年（公寓）,高楼层(共8层)|2013年建|3室2厅|89平米|南,"47,529元/平",423万,,"满五年,VR看装修"
芝巷公寓,高楼层(共12层)2室2厅|116.93平米|南,"83,811元/平",980万,,"近地铁,满两年,VR看装修,随时看房"
商业一村,中楼层(共5层)|1960年建|1室0厅|31.21平米|北,"59,597元/平",186万,,"近地铁,VR看装修,随时看房"
好日子大家园D区,低楼层(共6层)|2010年建|3室2厅|94.1平米|南,"44,103元/平",415万,,"满两年,VR看装修"
静安新城一区,低楼层(共6层)|1998年建|2室1厅|66.6平米|南北,"72,073元/平",480万,,"近地铁,满五年,VR看装修"
环城新村,高楼层(共5层)|1996年建|3室1厅|83.34平米|南北,"27,598元/平",230万,,"满五年,VR看装修"
泰宸苑,高楼层(共7层)|1998年建|3室2厅|99.98平米|南北,"67,514元/平",675万,,"近地铁,满五年,VR看装修"
泾东小区,中楼层(共6层)|1987年建|1室1厅|43.41平米|南,"87,999元/平",382万,,"近地铁,满五年,VR看装修"
鞍山六村,高楼层(共5层)|1956年建|1室0厅|34.32平米|西南,"59,732元/平",205万,,"近地铁,满五年,VR看装修,随时看房"
塘泾北苑,低楼层(共13层)|2015年建|1室2厅|64.66平米|南,"48,717元/平",315万,,"VR看装修,随时看房"
江南星城(二期),高楼层(共6层)|2005年建|2室2厅|94.91平米|南,"89,454元/平",849万,,"近地铁,满两年,VR看装修"
外冈佳苑,高楼层(共18层)|2013年建|3室2厅|119平米|南,"21,429元/平",255万,,"满两年,VR看装修"
鞍山六村,高楼层(共6层)|1964年建|2室2厅|55.37平米|南,"80,369元/平",445万,,"近地铁,满五年,VR看装修"
名仕豪庭(公寓),低楼层(共13层)|2012年建|2室2厅|94.87平米|南,"40,582元/平",385万,,"满五年,VR看装修"
宝业万华城,低楼层(共17层)|2015年建|2室2厅|86.53平米|南,"34,902元/平",302万,,"满五年,VR看装修"
通波小区,低楼层(共6层)|2003年建|3室1厅|108.06平米|南,"34,241元/平",370万,,"满五年,VR看装修"
东外滩1号,低楼层(共33层)|2012年建|2室1厅|91.9平米|南,"108,597元/平",998万,,VR看装修
新梅花苑,高楼层(共6层)|1995年建|2室1厅|58.87平米|南,"63,700元/平",375万,,"近地铁,满五年,VR看装修"
乾溪二村,高楼层(共6层)|1997年建|2室1厅|67.89平米|南,"51,260元/平",348万,,"满五年,VR看装修"
兴霞小区,高楼层(共6层)|1998年建|1室1厅|49.12平米|南,"65,961元/平",324万,,"满五年,VR看装修,随时看房"
上海春城,低楼层(共9层)|2000年建|2室2厅|100.21平米|南北,"79,733元/平",799万,,"满五年,VR看装修"
山龙新村,高楼层(共6层)3室1厅|92.49平米|南,"16,110元/平",149万,,"满五年,VR看装修"
远洋万和四季,低楼层(共17层)3室2厅|89.72平米|南,"36,782元/平",330万,,"满两年,VR看装修,随时看房"
上海春城,中楼层(共9层)|2000年建|3室2厅|118.48平米|南北,"80,183元/平",950万,,"满五年,VR看装修"
馨浦苑西区,低楼层(共18层)|2016年建|3室1厅|92.12平米|南北,"50,478元/平",465万,,"近地铁,满两年,VR看装修"
世和园,中楼层(共17层)|2003年建|2室1厅|71.14平米|南北,"87,012元/平",619万,,"满两年,VR看装修"
古美一村,高楼层(共6层)|1995年建|3室1厅|83.12平米|南,"65,568元/平",545万,,"近地铁,满两年,VR看装修"
梅六小区,高楼层(共6层)|1994年建|2室1厅|62.27平米|南,"74,354元/平",463万,,"近地铁,满五年,VR看装修"
水塘小区,高楼层(共7层)|1996年建|2室1厅|67.05平米|南,"66,071元/平",443万,,"近地铁,满五年,VR看装修"
真南小区,高楼层(共6层)|1995年建|2室1厅|57.11平米|南北,"52,531元/平",300万,,"近地铁,满五年,VR看装修"
国和一村,高楼层(共6层)|1993年建|1室1厅|40.48平米|南,"64,230元/平",260万,,"近地铁,满五年,VR看装修,随时看房"
定西路439弄,高楼层(共4层)|1964年建|1室0厅|26.33平米|北,"86,974元/平",229万,,"近地铁,满五年,VR看装修"
罗山三村,高楼层(共6层)|1994年建|1室1厅|50.83平米|南,"68,857元/平",350万,,"近地铁,满五年,VR看装修"
海上新村,高楼层(共6层)|1998年建|3室2厅|112平米|南北,"71,875元/平",805万,,"近地铁,VR看装修"
紫薇园,高楼层(共24层)|1994年建|2室1厅|102.56平米|南,"82,586元/平",847万,,"满五年,VR看装修,随时看房"
航华四村,高楼层(共6层)|1994年建|3室1厅|85.33平米|南,"55,315元/平",472万,,"近地铁,满五年,VR看装修"
真源小区,高楼层(共7层)|1999年建|3室2厅|132.25平米|南,"67,751元/平",896万,,"满五年,VR看装修"
正阳世纪星城文华苑,低楼层(共14层)|2005年建|3室2厅|115.56平米|南,"31,153元/平",360万,,"满五年,VR看装修"
罗阳四村,中楼层(共6层)|1997年建|2室1厅|72.76平米|南,"56,213元/平",409万,,"满五年,VR看装修"
上海源花城,低楼层(共17层)|2006年建|3室2厅|135.31平米|南,"45,747元/平",619万,,"满五年,VR看装修"
曹杨五村(梅花园),高楼层(共7层)|1987年建|2室1厅|64平米|南北,"67,969元/平",435万,,"近地铁,满五年,VR看装修,随时看房"
东昌新村,低楼层(共6层)|1983年建|2室1厅|45.56平米|南,"133,451元/平",608万,,"近地铁,满五年,VR看装修"
梅陇六村,高楼层(共6层)|1990年建|1室1厅|40.59平米|南,"64,795元/平",263万,,"满五年,VR看装修,随时看房"
通河一村,高楼层(共6层)|1993年建|2室1厅|57.3平米|南,"59,686元/平",342万,,"满五年,VR看装修"
莘南花苑二村,低楼层(共6层)|1996年建|2室1厅|68.44平米|南,"75,979元/平",520万,,"满五年,VR看装修"
塘和家园登云苑,高楼层(共18层)1室1厅|49.7平米|南北,"32,194元/平",160万,,"满两年,VR看装修"
万科白马花园(公寓),高楼层(共5层)|2005年建|3室2厅|104.95平米|南,"49,357元/平",518万,,"满五年,VR看装修"
玉树南苑,低楼层(共6层)|2002年建|2室2厅|103.33平米|南,"30,485元/平",315万,,"满五年,VR看装修"
上缝小区,低楼层(共6层)|1995年建|3室2厅|89.16平米|南,"78,287元/平",698万,,"近地铁,满五年,VR看装修"
春申景城湖滨晨韵,中楼层(共17层)|2005年建|2室2厅|106.78平米|南,"87,845元/平",938万,,"满五年,VR看装修"
航华三村四街坊,高楼层(共6层)|1999年建|1室1厅|57.2平米|南,"52,448元/平",300万,,"近地铁,满两年,VR看装修"
上陇新村,低楼层(共6层)|1994年建|3室1厅|102.79平米|南北,"56,329元/平",579万,,"满两年,VR看装修"
沙田公寓,高楼层(共6层)|1995年建|2室1厅|73.28平米|南,"42,304元/平",310万,,"近地铁,满五年,VR看装修"
靖宇家园,中楼层(共17层)|2011年建|2室1厅|98.72平米|南北,"93,193元/平",920万,,"近地铁,满五年,VR看装修"
仪表新村,中楼层(共6层)|1995年建|2室1厅|44.16平米|南北,"93,977元/平",415万,,"近地铁,满两年,VR看装修"
浦江宝邸北区,低楼层(共14层)|2009年建|2室2厅|78.34平米|南北,"43,146元/平",338万,,"满五年,VR看装修"
宁和小区,中楼层(共6层)|1992年建|1室1厅|42.21平米|南,"117,508元/平",496万,,"近地铁,满五年,VR看装修"
罗锦苑,高楼层(共6层)|2000年建|2室1厅|82.45平米|南,"55,671元/平",459万,,"满五年,VR看装修"
梅花新村(惠南),高楼层(共5层)|1993年建|2室2厅|89.31平米|南北,"27,881元/平",249万,,"近地铁,VR看装修"
青云公寓,中楼层(共8层)|1999年建|2室2厅|92.8平米|东,"74,893元/平",695万,,"近地铁,满五年,VR看装修"
中紫小区,低楼层(共29层)|1996年建|2室1厅|65.44平米|南,"79,463元/平",520万,,"近地铁,VR看装修,随时看房"
招商中环华府,低楼层(共17层)|2018年建|3室1厅|119.89平米|南,"70,065元/平",840万,,"满两年,VR看装修"
梅川一街坊,高楼层(共6层)|1992年建|2室1厅|57.72平米|南北,"78,829元/平",455万,,"近地铁,满五年,VR看装修,随时看房"
金鼎香樟苑(东区),低楼层(共17层)|2013年建|2室1厅|58.27平米|南,"60,924元/平",355万,,"近地铁,满五年,VR看装修"
宝业万华城,低楼层(共17层)2室2厅|87平米|南北,"34,713元/平",302万,,"满五年,VR看装修"
日月光伯爵天地,低楼层(共18层)|2014年建|3室2厅|91.16平米|南北,"42,892元/平",391万,,"近地铁,满五年,VR看装修"
泉东小区,高楼层(共6层)|1987年建|1室1厅|38.63平米|南,"128,916元/平",498万,,"近地铁,满五年,VR看装修"
苑宏新村,高楼层(共6层)|1987年建|2室1厅|59.99平米|南,"74,180元/平",445万,,VR看装修
虹旭小区,中楼层(共6层)|1990年建|2室0厅|48.62平米|南,"71,782元/平",349万,,"近地铁,满五年,VR看装修,随时看房"
云锦名苑,高楼层(共6层)|2006年建|3室2厅|104平米|南,"18,154元/平",188.8万,,"VR看装修,随时看房"
车站新村(普陀),高楼层(共6层)|1994年建|2室1厅|67.39平米|南,"64,253元/平",433万,,"满两年,VR看装修,随时看房"
柳营路1025弄,低楼层(共6层)|1987年建|1室1厅|44.85平米|南,"84,727元/平",380万,,VR看装修
海尚墅林苑,高楼层(共18层)|2013年建|2室1厅|88.84平米|南,"16,772元/平",149万,,VR看装修
安康新村,高楼层(共5层)|1996年建|2室2厅|85.12平米|南,"39,004元/平",332万,,"满五年,VR看装修"
紫薇茗庭,低楼层(共18层)|2014年建|2室1厅|68.89平米|南,"35,448元/平",244.2万,,VR看装修
金都花好悦园,中楼层(共7层)|1997年建|2室1厅|71.12平米|南,"56,243元/平",400万,,"近地铁,满五年,VR看装修,随时看房"
西新苑,低楼层(共14层)|2007年建|2室2厅|98.43平米|南,"32,714元/平",322万,,"满五年,VR看装修"
塘和家园栀子锦苑,中楼层(共14层)2室1厅|76.1平米|南,"36,137元/平",275万,,"满两年,VR看装修"
崂山五村,中楼层(共5层)|1983年建|1室1厅|39.31平米|南北,"84,712元/平",333万,,"近地铁,满五年,VR看装修"
虹井小区,高楼层(共6层)|1995年建|3室2厅|121.25平米|南,"60,866元/平",738万,,"近地铁,满五年,VR看装修"
象屿上海年华,低楼层(共8层)2室2厅|80.25平米|南,"47,976元/平",385万,,"满两年,VR看装修"
米兰诺贵都,低楼层(共19层)|2013年建|2室2厅|89.58平米|南,"45,546元/平",408万,,"满两年,VR看装修,随时看房"
潍坊九村,高楼层(共6层)|1982年建|1室1厅|33.66平米|南,"115,865元/平",390万,,"近地铁,VR看装修,随时看房"
番禺大厦,高楼层(共29层)|1999年建|1室1厅|43.14平米|北,"81,827元/平",353万,,"近地铁,满五年,VR看装修"
宜浩佳园,高楼层(共4层)|2009年建|2室2厅|82.65平米|南,"32,063元/平",265万,,"满两年,VR看装修"
文宸花苑,高楼层(共6层)|2007年建|3室2厅|100.3平米|南北,"15,055元/平",151万,,"满五年,VR看装修"
保利叶语(二期)(公寓),低楼层(共17层)|2013年建|3室2厅|121.27平米|西南北,"58,960元/平",715万,,"满五年,VR看装修"
海杨公寓,高楼层(共24层)|2002年建|2室1厅|107.84平米|南,"83,457元/平",900万,,"近地铁,满五年,VR看装修"
星河世纪城,中楼层(共24层)|2008年建|3室2厅|119.62平米|南,"77,914元/平",932万,,"满五年,VR看装修,随时看房"
新时代富嘉花园,低楼层(共11层)|2008年建|2室2厅|104.4平米|南,"91,955元/平",960万,,"近地铁,满五年,VR看装修"
佳源梦想广场,低楼层(共16层)3室2厅|88.32平米|南,"19,249元/平",170万,,"满两年,VR看装修,随时看房"
金地格林世界(春岸城),中楼层(共5层)|2004年建|3室2厅|130.28平米|南,"34,465元/平",449万,,"满五年,VR看装修"
宝钢四村,高楼层(共5层)|1980年建|2室0厅|50平米|南北,"53,800元/平",269万,,"满五年,VR看装修"
蔚蓝城市花园,高楼层(共14层)|2004年建|2室2厅|102.87平米|南,"99,155元/平",1020万,,"满五年,VR看装修"
商城路1317弄,低楼层(共6层)|1995年建|2室2厅|77.09平米|南北,"100,922元/平",778万,,"近地铁,满两年,VR看装修"
天星苑,中楼层(共8层)|2005年建|2室2厅|92.68平米|南,"34,959元/平",324万,,"满五年,VR看装修"
文化花园香榭丽苑,中楼层(共6层)|2002年建|2室2厅|102.12平米|南,"83,236元/平",850万,,"近地铁,满五年,VR看装修"
茉莉雅苑,低楼层(共14层)|2012年建|2室1厅|77.51平米|南,"37,028元/平",287万,,"满两年,VR看装修"
丽水雅苑北苑,低楼层(共21层)2室1厅|71.22平米|南北,"29,206元/平",208万,,"满两年,VR看装修"
联丰二期,中楼层(共6层)|1998年建|2室2厅|70.9平米|北南,"76,869元/平",545万,,"近地铁,满五年,VR看装修"
绿缘新村,中楼层(共6层)|1995年建|3室2厅|96.41平米|南,"24,376元/平",235万,,"满五年,VR看装修"
田林十三村,高楼层(共6层)|1986年建|1室1厅|34.51平米|南,"98,523元/平",340万,,"近地铁,VR看装修"
古美八村,高楼层(共6层)|1993年建|2室1厅|60.7平米|南,"67,546元/平",410万,,"满五年,VR看装修"
仙霞西路715弄,高楼层(共4层)|1996年建|2室1厅|79.17平米|南北,"59,998元/平",475万,,"满五年,VR看装修"
通河二村,低楼层(共13层)|1992年建|2室1厅|66.48平米|南,"49,639元/平",330万,,"近地铁,VR看装修"
宁武小区,中楼层(共24层)|1997年建|2室1厅|74.48平米|南,"75,188元/平",560万,,"近地铁,满五年,VR看装修"
凯德新视界(一期),高楼层(共12层)|2015年建|3室2厅|105.15平米|南北,"24,727元/平",260万,,"满五年,VR看装修"
滨浦新苑八村,中楼层(共11层)|2014年建|2室2厅|103.78平米|南北,"44,807元/平",465万,,"满两年,VR看装修"
滨浦新苑八村,高楼层(共11层)|2014年建|1室1厅|59.37平米|南,"48,005元/平",285万,,"满五年,VR看装修"
香樟苑(普陀),高楼层(共6层)|1997年建|1室1厅|49.88平米|南,"52,727元/平",263万,,"满五年,VR看装修"
延吉五村,高楼层(共6层)|1986年建|2室1厅|53.97平米|南北,"66,148元/平",357万,,"近地铁,VR看装修,随时看房"
东江小区,高楼层(共5层)|1995年建|2室1厅|61.52平米|南,"40,313元/平",248万,,"近地铁,满五年,VR看装修"
盛世东苑,中楼层(共6层)|2005年建|3室2厅|119.5平米|南,"40,084元/平",479万,,"满五年,VR看装修"
九歌上郡,中楼层(共11层)|2006年建|1室1厅|55.27平米|南,"93,360元/平",516万,,"近地铁,VR看装修"
嘉茵苑,高楼层(共6层)|1998年建|3室2厅|120.57平米|南,"81,281元/平",980万,,"满五年,VR看装修"
景瑞城中公园,中楼层(共20层)4室2厅|140平米|南,"46,429元/平",650万,,VR看装修
长兴坊,中楼层(共6层)|1992年建|1室1厅|45.31平米|南,"83,867元/平",380万,,"满五年,VR看装修"
绿庭尚城,高楼层(共27层)|2008年建|3室2厅|103.45平米|南,"53,166元/平",550万,,"满五年,VR看装修"
宜浩佳园,高楼层(共4层)|2009年建|2室2厅|83.1平米|南北,"34,898元/平",290万,,"VR看装修,随时看房"
汾西小区,低楼层(共6层)|1991年建|2室1厅|50.13平米|南,"58,648元/平",294万,,"满五年,VR看装修"
明珠花苑(崇明),中楼层(共6层)|2004年建|3室2厅|122.81平米|南,"14,649元/平",179.9万,,"满五年,VR看装修,随时看房"
海上纳缇,中楼层(共8层)|2014年建|2室2厅|91.95平米|南,"27,407元/平",252万,,"满两年,VR看装修"
凯德新视界(一期),低楼层(共18层)|2015年建|2室2厅|87.25平米|南北,"24,069元/平",210万,,"满五年,VR看装修"
又一村(长宁),中楼层(共7层)|1993年建|2室1厅|59.47平米|南北,"92,316元/平",549万,,"近地铁,满五年,VR看装修"
海防村,高楼层(共7层)|1998年建|2室0厅|51.04平米|南北,"166,537元/平",850万,,"近地铁,满五年,VR看装修,随时看房"
新闵小区,高楼层(共6层)|1992年建|1室0厅|29.77平米|南,"49,043元/平",146万,,"满五年,VR看装修,随时看房"
绿梅二村,高楼层(共6层)|1994年建|3室1厅|78.24平米|南,"60,967元/平",477万,,"满五年,VR看装修"
三佳花苑,中楼层(共6层)|1994年建|2室1厅|64.32平米|南,"82,401元/平",530万,,"近地铁,满五年,VR看装修"
市光三村,高楼层(共6层)|1993年建|1室1厅|43.49平米|南,"56,335元/平",245万,,"近地铁,满五年,VR看装修,随时看房"
蒲汇新村,中楼层(共6层)|1994年建|2室1厅|67.15平米|南,"81,907元/平",550万,,"近地铁,满五年,VR看装修,随时看房"
正阳世纪星城文华苑,高楼层(共14层)|2005年建|3室2厅|111.92平米|南,"31,720元/平",355万,,VR看装修
绿地观邸,中楼层(共22层)|2011年建|4室2厅|185.09平米|南,"29,716元/平",550万,,"满五年,VR看装修"
好日子大家园B区,中楼层(共6层)|2007年建|2室2厅|93.35平米|南,"48,099元/平",449万,,"满五年,VR看装修"
太浜巷小区,高楼层(共6层)|1985年建|1室1厅|45.2平米|南,"63,054元/平",285万,,VR看装修
福山小区,高楼层(共18层)|1997年建|3室1厅|97.48平米|南,"100,534元/平",980万,,"近地铁,满五年,VR看装修,随时看房"
新江湾城雍景苑,低楼层(共12层)|2008年建|2室2厅|105.31平米|南北,"96,857元/平",1020万,,"满五年,VR看装修"
金浩园,低楼层(共1层)|2019年建|3室2厅|165.29平米|南,"109,566元/平",1811万,,"近地铁,VR看装修"
龙源星城,低楼层(共6层)|2001年建|2室2厅|101.7平米|南北,"24,681元/平",251万,,"满五年,VR看装修"
